"Screwed","imp. & p. p.","of Screw"
"Screwing","p. pr. & vb. n.","of Screw"
"Scribble","v. t.","To card coarsely; to run through the scribbling machine."
"Scribbled","imp. & p. p.","of Scribble"
"Scrubbed","imp. & p. p.","of Scrub"
"Scrubbing","p. pr. & vb. n.","of Scrub"
"Scrub","v. t.","To rub hard; to wash with rubbing; usually, to rub with a wet brush, or with something coarse or rough, for the purpose of cleaning or brightening; as, to scrub a floor, a doorplate."
"Scrumptious","a.","Nice; particular; fastidious; excellent; fine."
"Scrunch","v. t. & v. i.","To scranch; to crunch."
"Scruple","n.","A weight of twenty grains; the third part of a dram."
"Scrupled","imp. & p. p.","of Scruple"
"Skrupling","p. pr. & vb. n.","of Scruple"
"Scruple","v. i.","To be reluctant or to hesitate, as regards an action, on account of considerations of conscience or expedience."
"Scrupler","n.","One who scruples."
"Scrupulist","n.","A scrupler."
"Scruou-lize","v. t.","To perplex with scruples; to regard with scruples."
"Scrupulosity","n.","The quality or state of being scruppulous; doubt; doubtfulness respecting decision or action; caution or tenderness from the far of doing wrong or ofending; nice regard to exactness and propierty; precision."
"Scuffler","n.","An agricultural implement resembling a scarifier, but usually lighter."
"Scug","v. i.","To hide."
"Sculk","","Alt. of Sculker"
"Sculker","","See Skulk, Skulker."
"Sculptor","n.","Hence, an artist who designs works of sculpture, his first studies and his finished model being usually in a plastic material, from which model the marble is cut, or the bronze is cast."
"Sculptress","n.","A female sculptor."
"Sculptural","a.","Of or pertaining to sculpture."
"Sculpture","n.","The art of carving, cutting, or hewing wood, stone, metal, etc., into statues, ornaments, etc., or into figures, as of men, or other things; hence, the art of producing figures and groups, whether in plastic or hard materials."
"Scunner","n.","A feeling of disgust or loathing; a strong prejudice; abhorrence; as, to take a scunner against some one."
"Scup","n.","A swing."
"Scuppaug","n.","See 2d Scup."
"Scupper","v.","An opening cut through the waterway and bulwarks of a ship, so that water falling on deck may flow overboard; -- called also scupper hole."
"Scuppernong","n.","An American grape, a form of Vitis vulpina, found in the Southern Atlantic States, and often cultivated."
"Scyllarian","n.","One of a family (Scyllaridae) of macruran Crustacea, remarkable for the depressed form of the body, and the broad, flat antennae. Also used adjectively."
"Scyllite","n.","A white crystalline substance of a sweetish taste, resembling inosite and metameric with dextrose. It is extracted from the kidney of the dogfish (of the genus Scylium), the shark, and the skate."
"Seaboat","","A chitin."
"Seabord","n. & a.","See Seaboard."
"Sea-bordering","a.","Bordering on the sea; situated beside the sea."
"Sea-born","a.","Born of the sea; produced by the sea."
"Sea-born","a.","Born at sea."
"Seabound","a.","Bounded by the sea."
"Sea bow","","See Marine rainbow, under Rainbow."
"Sea cucumber","","Any large holothurian, especially one of those belonging to the genus Pentacta, or Cucumaria, as the common American and European species. (P. frondosa)."
"Sea dace","","The European sea perch."
"Sealer","n.","A mariner or a vessel engaged in the business of capturing seals."
"Sea letter","","The customary certificate of national character which neutral merchant vessels are bound to carry in time of war; a passport for a vessel and cargo."
"Sea lettuce","","The green papery fronds of several seaweeds of the genus Ulva, sometimes used as food."
"Sea level","","The level of the surface of the sea; any surface on the same level with the sea."
"Sealgh","n.","Alt. of Selch"
"Selch","n.","A seal."
"Sea lily","","A crinoid."
"Sealing wax","","A compound of the resinous materials, pigments, etc., used as a material for seals, as for letters, documents, etc."
"Sea lion","","Any one of several large species of seals of the family Otariidae native of the Pacific Ocean, especially the southern sea lion (Otaria jubata) of the South American coast; the northern sea lion (Eumetopias Stelleri) found from California to Japan; and the black, or California, sea lion (Zalophus Californianus), which is common on the rocks near San Francisco."
"Seam","n.","The quantity of 120 pounds of glass."
"Sea-maid","n.","The mermaid."
"Seamstress","n.","A woman whose occupation is sewing; a needlewoman."
"Seamstressy","n.","The business of a seamstress."
"Sea mud","","A rich slimy deposit in salt marshes and along the seashore, sometimes used as a manure; -- called also sea ooze."
"Seamy","a.","Having a seam; containing seams, or showing them."
"Sean","n.","A seine. See Seine."
"Seance","n.","A session, as of some public body; especially, a meeting of spiritualists to receive spirit communication, so called."
"Sea needle","","See Garfish (a)."
"Sea poppy","","The horn poppy. See under Horn."
"Sea porcupine","","Any fish of the genus Diodon, and allied genera, whose body is covered with spines. See Illust. under Diodon."
"Sea pork","","An American compound ascidian (Amoraecium stellatum) which forms large whitish masses resembling salt pork."
"Seaport","n.","A port on the seashore, or one accessible for seagoing vessels. Also used adjectively; as, a seaport town."
"Seapoy","n.","See Sepoy."
"Sea pudding","","Any large holothurian."
"Sea purse","","The horny egg case of a skate, and of certain sharks."
"Sea purslane","","See under Purslane."
"Tabacco","n.","Tobacco."
"Table","n.","The company assembled round a table."
"Tablespoon","n.","A spoon of the largest size commonly used at the table; -- distinguished from teaspoon, dessert spoon, etc."
"Taboo","n.","A total prohibition of intercourse with, use of, or approach to, a given person or thing under pain of death, -- an interdict of religious origin and authority, formerly common in the islands of Polynesia; interdiction."
"Tabular","a.","Derived from, or computed by, the use of tables; as, tabular right ascension."
"Tackle","n.","To seize; to lay hold of; to grapple; as, a wrestler tackles his antagonist; a dog tackles the game."
"Tail","n.","A downy or feathery appendage to certain achenes. It is formed of the permanent elongated style."
"Tailor","n.","The goldfish."
"Taint","n.","A blemish on reputation; stain; spot; disgrace."
"Taintless","a.","Free from taint or infection; pure."
"Tainture","n.","Taint; tinge; difilement; stain; spot."
"Taking","p. pr. & vb. n.","of Take"
"Take","v. t.","In an active sense; To lay hold of; to seize with the hands, or otherwise; to grasp; to get into one's hold or possession; to procure; to seize and carry away; to convey."
"Ugly","v. t.","To make ugly."
"Ugrian","n. pl.","A Mongolian race, ancestors of the Finns."
"Ulcer","v. t.","To ulcerate."
"Ultimate","v. t. & i.","To come or bring into use or practice."
"Ultimately","adv.","As a final consequence; at last; in the end; as, afflictions often tend to correct immoral habits, and ultimately prove blessings."
"Ultimation","n.","State of being ultimate; that which is ultimate, or final; ultimatum."
"Ultimatum","n.","A final proposition, concession, or condition; especially, the final propositions, conditions, or terms, offered by either of the parties in a diplomatic negotiation; the most favorable terms a negotiator can offer, the rejection of which usually puts an end to the hesitation."
"Umber","a.","Of or pertaining to umber; resembling umber; olive-brown; dark brown; dark; dusky."
"Umpire","v. i.","To act as umpire or arbitrator."
"Umpireship","n.","Umpirage; arbitrament."
"Unability","n.","Inability."
"Unable","a.","Not able; not having sufficient strength, means, knowledge, skill, or the like; impotent' weak; helpless; incapable; -- now usually followed by an infinitive or an adverbial phrase; as, unable for work; unable to bear fatigue."
"Unabled","a.","Disabled."
"Unacquainted","a.","Not usual; unfamiliar; strange."
"Unactive","v. t.","To render inactive or listless."
"Unambiguity","n.","Absence of ambiguity; clearness; perspicuity."
"Unambition","n.","The absence of ambition."
"Unamiability","n.","The quality or state of being unamiable; moroseness."
"Unarm","v. t.","To disarm."
"Uncertainty","n.","That which is uncertain; something unknown."
"Uncomfortable","a.","Causing discomfort; disagreeable; unpleasant; as, an uncomfortable seat or situation."
"Uncommon","a.","Not common; unusual; infrequent; rare; hence, remarkable; strange; as, an uncommon season; an uncommon degree of cold or heat; uncommon courage."
"Uncomplete","a.","Incomplete."
"Unconformable","a.","Not conformable; not lying in a parallel position; as, unconformable strata."
"Undated","a.","Not dated; having no date; of unknown age; as, an undated letter."
"Undergo","v. t.","To be subject or amenable to; to underlie."
"Underkeeper","n.","A subordinate keeper or guardian."
"Underprize","v. t.","To undervalue; to underestimate."
"Underproduction","n.","The production of less than is demanded or of less than the usual supply."
"Understand","v. i.","To be informed; to have or receive knowledge."
"Understandable","a.","Capable of being understood; intelligible."
"Undertaker","n.","One who undertakes; one who engages in any project or business."
"Undue","a.","Not agreeable to a rule or standard, or to duty; disproportioned; excessive; immoderate; inordinate; as, an undue attachment to forms; an undue rigor in the execution of law."
"Uniform","v. t.","To make conformable."
"Uniformal","a.","Uniform."
"Unit","n.","A gold coin of the reign of James I., of the value of twenty shillings."
"Unity","n.","The peculiar characteristics of an estate held by several in joint tenancy."
"Universal","n.","A universal proposition. See Universal, a., 4."
"Unlimber","v. t.","To detach the limber from; as, to unlimber a gun."
"Unload","v. i.","To perform the act of unloading anything; as, let unload now."
"Unlucky","a.","Mischievous; as, an unlucky wag."
"Untidy","a.","Not tidy or neat; slovenly."
"Untie","v. t.","To loosen, as something interlaced or knotted; to disengage the parts of; as, to untie a knot."
"Upcast","a.","Cast up; thrown upward; as, with upcast eyes."
"Uplift","v. t.","To lift or raise aloft; to raise; to elevate; as, to uplift the arm; to uplift a rock."
"Upset","v. t.","To set up; to put upright."
"Upstairs","a.","Being above stairs; as, an upstairs room."
"Upstand","v. i.","To stand up; to be erected; to rise."
"Urban","a.","Of or belonging to a city or town; as, an urban population."
"Urge","v. t.","To press; to push; to drive; to impel; to force onward."
"Usual","n.","Such as is in common use; such as occurs in ordinary practice, or in the ordinary course of events; customary; ordinary; habitual; common."
